   1  3747.0691  0.1069     0.2447     
   2  3750.0967  0.0885     0.1707     
   3  3750.3438  0.0873     0.1330     
   4  3750.6519  0.1617     0.1968     
   5  3754.2141  0.0356     0.3466     
   6  3754.8308  0.1038     0.3831     
   7  3758.2297  0.0926     0.1863     
   8  3758.9431  0.0789     0.2666     
   9  3759.5818  0.0886     0.2120     
  10  3764.2703  0.1668     0.2585     
  11  3764.9436  0.0908     0.1587     
  12  3765.9292  0.0887     0.1783     
  13  3770.2012  0.0982     0.1627     
  14  3770.3960  0.0687     0.1285     
  15  3770.5605  0.1000     0.0960     
  16  3772.3159  0.0701     0.2273     
  17  3772.9663  0.0755     0.2850     
  18  3773.4285  0.1203     0.2996     
  19  3774.9397  0.3464     0.3147     
  20  3775.2329  0.1444     0.2836     
  21  3775.4824  0.0734     0.2848     
  22  3777.6162  0.1037     0.3392     
  23  3778.1880  0.1069     0.3141     
  24  3780.9341  0.0703     0.3002     
  25  3781.2139  0.1353     0.2304     
  26  3781.5039  0.1157     0.2640     
  27  3784.8796  0.3029     0.3039     
  28  3785.4634  0.0695     0.2370     
  29  3790.0720  0.1160     0.2283     
  30  3791.2578  0.0740     0.2554     
  31  3791.9639  0.1847     0.2219     
  32  3792.5469  0.0425     0.1782     
  33  3792.8516  0.0865     0.2163     
  34  3794.7515  0.0834     0.2728     
  35  3795.0820  0.1429     0.2225     
  36  3795.3748  0.1419     0.1847     
  37  3796.4329  0.1008     0.2420     
  38  3797.3406  0.0297     0.1127     
  39  3797.4739  0.0761     0.1884     
  40  3797.9480  0.0858     0.1263     
  41  3799.0879  0.1034     0.1237     
  42  3799.6438  0.0734     0.1779     
  43  3800.8188  0.0902     0.2175     
  44  3801.4971  0.0685     0.2465     
  45  3809.4824  0.1059     0.2068     
  46  3812.6921  0.0836     0.2788     
  47  3813.4255  0.0973     0.3296     
  48  3814.0615  0.1163     0.2642     
  49  3814.8359  0.1609     0.3682     
  50  3815.4399  0.1007     0.2476     
  51  3815.8096  0.3145     0.2371     
  52  3816.4583  0.0802     0.2057     
  53  3816.9585  0.2056     0.2937     
  54  3817.7595  0.0215     0.1941     
  55  3818.2493  0.0699     0.2862     
  56  3819.0027  0.0760     0.3734     
  57  3819.6873  0.1473     0.2225     
  58  3820.5134  0.0699     0.6196     
  59  3820.8027  0.1221     0.2029     
  60  3821.3699  0.0858     0.3024     
  61  3821.6624  0.0669     0.1610     
  62  3822.0603  0.0819     0.1989     
  63  3822.2400  0.0869     0.3384     
  64  3822.5674  0.1936     0.1411     
  65  3823.2153  0.1033     0.2815     
  66  3824.1191  0.0710     0.3747     
  67  3824.2793  0.0648     0.1687     
  68  3825.2012  0.0927     0.2437     
  69  3826.1819  0.1119     0.2956     
  70  3826.6370  0.0632     0.1993     
  71  3827.0354  0.1256     0.1706     
  72  3827.3862  0.1209     0.1726     
  73  3828.4089  0.0748     0.3240     
  74  3828.5676  0.0583     0.3008     
  75  3829.1289  0.0825     0.2693     
  76  3829.5503  0.0707     0.3602     
  77  3830.1438  0.0715     0.1949     
  78  3830.3196  0.1021     0.3010     
  79  3830.6306  0.1003     0.4063     
  80  3830.8303  0.0953     0.6009     
  81  3830.9810  0.1343     0.1787     
  82  3831.2466  0.1640     0.1695     
  83  3832.1030  0.1582     0.3707     
  84  3832.4348  0.0840     0.2510     
  85  3832.6917  0.1006     0.4406     
  86  3832.9136  0.1729     0.2581     
  87  3833.3828  0.0806     0.2035     
  88  3833.5439  0.0954     0.2332     
  89  3834.5349  0.0957     0.5418     
  90  3835.1045  0.0995     0.3202     
  91  3837.5110  0.1465     0.4411     
  92  3837.8091  0.1715     0.2657     
  93  3838.1135  0.1058     0.3820     
  94  3839.0840  0.0892     0.2525     
  95  3841.3704  0.0722     0.3449     
  96  3841.6980  0.0901     0.4507     
  97  3842.1606  0.0950     0.2626     
  98  3845.1995  0.0633     0.3142     
  99  3845.3442  0.0509     0.2948     
 100  3845.5046  0.0971     0.3044     
 101  3845.8962  0.1918     0.3707     
 102  3847.1987  0.1134     0.2018     
 103  3847.5149  0.1547     0.2902     
 104  3848.1729  0.0874     0.2422     
 105  3848.9294  0.1305     0.1409     
 106  3849.9272  0.0779     0.2404     
 107  3850.1099  0.0486     0.2530     
 108  3850.2642  0.0975     0.2505     
 109  3850.6091  0.1236     0.2801     
 110  3850.8804  0.0940     0.1945     
 111  3852.5540  0.0018     0.1394     
 112  3854.1501  0.0522     0.1688     
 113  3855.2500  0.1132     0.2513     
 114  3855.9541  0.1106     0.2546     
 115  3864.6057  0.0946     0.2152     
 116  3865.1890  0.1110     0.1380     
 117  3875.6069  0.1250     0.2050     
 118  3882.9121  0.1046     0.1838     
 119  3888.6414  0.1500     0.6686     
 120  3890.0657  0.0990     0.2127     
 121  3904.5752  0.1182     0.4027     
 122  3904.8369  0.1196     0.3804     
 123  3905.2898  0.1151     0.3147     
 124  3905.8674  0.0773     0.3477     
 125  3906.5217  0.3396     0.2323     
 126  3906.6548  0.0935     0.3425     
 127  3907.3726  0.0582     0.4886     
 128  3907.6055  0.0946     0.5377     
 129  3908.3855  0.1106     0.3835     
 130  3908.7356  0.0874     0.3878     
 131  3909.6064  0.1404     0.3588     
 132  3910.0293  0.0770     0.4684     
 133  3910.9512  0.0933     0.3843     
 134  3911.4727  0.0883     0.3999     
 135  3912.4846  0.1034     0.4640     
 136  3913.6907  0.0952     0.2797     
 137  3914.1921  0.0828     0.4562     
 138  3914.6953  0.1037     0.2579     
 139  3914.9451  0.1129     0.3355     
 140  3916.0845  0.0963     0.3895     
 141  3916.9219  0.0962     0.2882     
 142  3918.1409  0.1159     0.3204     
 143  3918.4622  0.0684     0.2395     
 144  3919.0793  0.1195     0.2634     
 145  3920.3784  0.0941     0.3278     
 146  3921.1182  0.1017     0.2127     
 147  3921.4036  0.0869     0.2214     
 148  3922.7874  0.0943     0.3253     
 149  3923.5964  0.0733     0.2266     
 150  3923.9041  0.1655     0.2125     
 151  3925.3721  0.0982     0.3156     
 152  3926.2659  0.1524     0.1825     
 153  3926.6111  0.0934     0.1493     
 154  3927.8350  0.0890     0.1966     
 155  3928.1396  0.0748     0.3174     
 156  3929.0977  0.0593     0.1842     
 157  3929.4673  0.0773     0.1674     
 158  3931.0825  0.0930     0.3032     
 159  3932.5195  0.0521     0.3614     
 160  3937.4954  0.0650     0.1819     
 161  3939.5325  0.0936     0.1883     
 162  3939.8372  0.1088     0.2212     
 163  3940.5105  0.0281     0.1932     
 164  3940.9724  0.1046     0.2094     
 165  3941.1692  0.0930     0.2211     
 166  3941.7314  0.1349     0.2836     
 167  3942.8479  0.2803     0.3108     
 168  3943.5229  0.1337     0.3778     
 169  3945.2131  0.1026     0.3052     
 170  3945.5115  0.0815     0.2182     
 171  3945.6331  0.0362     0.2000     
 172  3945.8608  0.0974     0.3728     
 173  3948.0754  0.1504     0.2781     
 174  3948.4072  0.1638     0.2312     
 175  3948.7307  0.0983     0.3406     
 176  3951.2712  0.1649     0.1803     
 177  3951.5422  0.4358     0.2432     
 178  3951.8115  0.1021     0.2229     
 179  3952.1814  0.1068     0.2394     
 180  3953.4277  0.0329     0.2054     
 181  3953.9563  0.0798     0.2602     
 182  3955.4446  0.0868     0.2176     
 183  3955.5955  0.0617     0.2035     
 184  3955.7886  0.0897     0.2035     
 185  3956.1753  0.1065     0.2153     
 186  3956.7029  0.0828     0.2043     
 187  3959.6155  0.0434     0.1184     
 188  3959.7803  0.0494     0.1500     
 189  3960.1375  0.0522     0.1675     
 190  3960.3359  0.0892     0.1797     
 191  3960.7327  0.2140     0.1790     
 192  3961.5901  0.0958     0.2003     
 193  3973.9233  0.1242     0.3001     
 194  3974.3582  0.1892     0.1777     
 195  3974.8506  0.0679     0.2026     
 196  3977.4807  0.1754     0.2448     
 197  3977.8528  0.2861     0.2075     
 198  3978.1108  0.1180     0.2714     
 199  3980.3809  0.0804     0.3034     
 200  3980.7285  0.0674     0.2590     
 201  3981.0088  0.1260     0.2952     
 202  3981.4341  0.1128     0.2664     
 203  3983.9578  0.0965     0.2266     
 204  3984.2803  0.0672     0.1885     
 205  3984.5964  0.1026     0.3363     
 206  3988.2124  0.0876     0.2535     
 207  3988.2939  0.0735     0.1955     
 208  3988.5488  0.1071     0.1887     
 209  3988.8848  0.1275     0.2609     
 210  3989.8164  0.0657     0.2075     
 211  3993.1892  0.1584     0.1938     
 212  3993.5129  0.1789     0.1799     
 213  3993.8691  0.1261     0.2348     
 214  3999.0938  0.1080     0.2483     
 215  3999.5444  0.1884     0.2640     
 216  4007.5122  0.0722     0.3405     
 217  4007.7639  0.1127     0.3331     
 218  4008.1887  0.0984     0.3023     
 219  4008.7959  0.1115     0.2761     
 220  4009.3809  0.3401     0.2231     
 221  4009.5396  0.1237     0.3206     
 222  4010.4380  0.2295     0.2456     
 223  4011.4348  0.1063     0.2865     
 224  4011.6072  0.0860     0.2632     
 225  4012.6267  0.0868     0.2808     
 226  4012.9031  0.0765     0.2643     
 227  4014.0237  0.1202     0.3385     
 228  4014.3364  0.1368     0.2581     
 229  4015.5737  0.0863     0.2970     
 230  4015.9971  0.1094     0.2631     
 231  4016.5945  0.1079     0.2230     
 232  4017.3018  0.0907     0.2691     
 233  4017.8035  0.0740     0.2177     
 234  4019.2097  0.0732     0.3182     
 235  4019.8010  0.1183     0.2510     
 236  4020.2322  0.0564     0.1706     
 237  4020.5059  0.1021     0.1948     
 238  4021.3015  0.1042     0.2864     
 239  4021.9668  0.0791     0.2176     
 240  4023.5413  0.0883     0.2740     
 241  4024.3110  0.0905     0.2140     
 242  4024.5024  0.0828     0.2061     
 243  4024.8259  0.0714     0.1947     
 244  4025.9839  0.0812     0.2548     
 245  4026.8291  0.0613     0.2689     
 246  4028.5884  0.1308     0.2576     
 247  4028.8652  0.0718     0.2252     
 248  4029.0635  0.0228     0.1782     
 249  4029.7300  0.0993     0.2134     
 250  4031.3845  0.0779     0.1884     
 251  4032.6445  0.0641     0.2429     
 252  4043.1538  0.0727     0.2381     
 253  4043.3801  0.1296     0.2742     
 254  4044.0322  0.0787     0.1841     
 255  4044.3760  0.0703     0.2556     
 256  4044.7043  0.1143     0.2747     
 257  4045.3730  0.0945     0.2709     
 258  4047.3276  0.0891     0.3715     
 259  4047.6616  0.0935     0.2784     
 260  4047.9858  0.1557     0.3334     
 261  4050.3809  0.1160     0.3056     
 262  4050.5469  0.3654     0.2497     
 263  4050.8770  0.1058     0.2748     
 264  4051.2253  0.0879     0.3204     
 265  4054.3818  0.0920     0.2609     
 266  4054.4983  0.0893     0.2683     
 267  4054.7114  0.0910     0.1756     
 268  4055.0901  0.1135     0.2446     
 269  4057.7039  0.1050     0.1986     
 270  4058.8882  0.4466     0.1975     
 271  4058.9910  0.0748     0.2097     
 272  4059.5938  0.1367     0.2489     
 273  4060.8228  0.0473     0.2430     
 274  4061.4753  0.0910     0.2928     
 275  4061.8254  0.0775     0.1886     
 276  4061.9619  0.0962     0.3056     
 277  4062.6602  0.1956     0.1822     
 278  4062.8931  0.0969     0.2222     
 279  4063.2400  0.0887     0.1947     
 280  4063.4717  0.0845     0.2373     
 281  4064.7012  0.1150     0.2132     
 282  4064.9783  0.1493     0.2871     
 283  4065.6296  0.0961     0.3353     
 284  4065.8384  0.0834     0.2322     
 285  4066.0134  0.1127     0.2822     
 286  4066.8572  0.0334     0.1997     
 287  4067.8145  0.0668     0.3222     
 288  4068.1665  0.1359     0.2227     
 289  4068.4834  0.1127     0.3277     
 290  4069.3350  0.0790     0.2169     
 291  4076.0906  0.0266     0.3231     
 292  4076.2253  0.1273     0.2577     
